Hotel name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(08th Aug to 30th Sep),Season2 (01st Oct to 24th Oct),Season3 (25th Oct to 10th Nov),Season4 (11th Nov to 19th Dec),Season5 (20th Dec to 23rd Dec),Season6(24th Dec ),Season7(25th Dec to 30th Dec ),Season8 (31st Dec ),Season9 (01st Jan to 10th Jan)
Anantya Resort,"Vaikundam Plantations ,Alancholai Post,Kaliyal Village, Alancholai, Tamil Nadu 629101 Phone: 04651 211 400",10,4STAR,Chakra\siddi\vetha\sathana,850\850\850\850\850\850\850\850\850,850\850\850\850\850\850\850\850\850,1500\1500\1500\1500\3000\1500\3000\1500\1500,1000\1000\1000\1000\2500\1000\2500\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,7413\8299\11191\12310\0\0\0\0\0,7413\8299\11191\12310\0\0\0\0\0,7413\8299\11191\12310\0\0\0\0\0,7413\8299\11191\12310\0\0\0\0\0,7413\8299\11191\12310\0\0\0\0\0,10413\11299\14191\0\0\0\0\0\0,7413\8299\11191\12310\0\0\0\0\0,10413\11299\14191\0\0\0\0\0\0,7413\8299\11191\12310\0\0\0\0\0
Seashore,"East car street, , Kanyakumari, Tamil Nadu 629702, Phone:099941 21088",10,3STAR,Deluxe City View Ac Room\Classic sea View Ac room ,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,900\900\900\1000\1000\1000\1000\1000\900,250\250\250\500\500\500\500\500\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2500\0\0\0\0\0\0\0,2000\2500\0\0\0\0\0\0\0,2000\2500\0\0\0\0\0\0\0,2000\2500\0\0\0\0\0\0\0,2500\3700\0\0\0\0\0\0\0,2500\3700\0\0\0\0\0\0\0,2500\3700\0\0\0\0\0\0\0,2500\3700\0\0\0\0\0\0\0,2500\3700\0\0\0\0\0\0\0
Hotel Seaface,"1/4,South Car Street, Kanyakumari, Tamil Nadu 627702 Phone: 097876 66966",10,3STAR,Standard city view\Deluse sea view,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,700\700\700\800\800\800\800\800\700,350\350\350\400\400\400\400\400\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2400\3500\0\0\0\0\0\0\0,2400\3500\0\0\0\0\0\0\0,2400\3500\0\0\0\0\0\0\0,2400\3500\0\0\0\0\0\0\0,2400\3500\0\0\0\0\0\0\0
Gopinivas grand,"East Car Street, Near Seashore, Kanyakumari, Tamil Nadu 629702 Phone: 04652 246 161",10,3STAR,Standard Double\Superior Double \Deluxe Double,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1200\1818\2637\0\0\0\0\0\0,1200\1818\2637\0\0\0\0\0\0,1200\1818\2637\0\0\0\0\0\0,1200\1818\2637\0\0\0\0\0\0,2370\3091\4430\0\0\0\0\0\0,2370\3091\4430\0\0\0\0\0\0,2370\3091\4430\0\0\0\0\0\0,2370\3091\4430\0\0\0\0\0\0,2370\3091\4430\0\0\0\0\0\0
Sunworld,"6/81-B, Kovalam Road, Kanyakumari, Tamil Nadu 629702, Phone:04652 247 755",10,2STAR,Standard City View Ac Room\Standard Sea Facing Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1950\2450\0\0\0\0\0\0\0,1950\2450\0\0\0\0\0\0\0,1950\2450\0\0\0\0\0\0\0,1950\2450\0\0\0\0\0\0\0,3500\4000\0\0\0\0\0\0\0,3500\4000\0\0\0\0\0\0\0,3500\4000\0\0\0\0\0\0\0,3500\4000\0\0\0\0\0\0\0,3500\4000\0\0\0\0\0\0\0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
